0.0,0.216,N
0.216,14.537,E
14.537,18.611,A
18.611,22.734,D
22.734,26.866,A
26.866,31.093,E
31.093,35.162,A
35.162,39.271,D
39.271,43.361,A
43.361,47.524,E
47.524,51.606,A
51.606,55.625,F#m
55.625,59.611,E
59.611,63.727,D
63.727,67.687,E
67.687,69.663,A
69.663,75.784,D
75.784,79.776,E
79.776,81.761,A
81.761,87.991,D
87.991,89.141,E
89.141,90.279,D
90.279,91.463,C#m
91.463,92.511,Bm
92.511,96.644,A
96.644,100.801,D
100.801,104.967,A
104.967,109.051,E
109.051,113.146,A
113.146,117.257,D
117.257,121.418,A
121.418,123.503,E
123.503,125.567,E
125.567,129.66,A
129.66,133.778,F#m
133.778,137.816,E
137.816,141.921,D
141.921,145.936,E
145.936,147.961,A
147.961,154.185,D
154.185,158.157,E
158.157,160.206,A
160.206,166.403,D
166.403,167.573,E
167.573,168.739,D
168.739,169.93,C#m
169.93,171.065,Bm
171.065,185.582,E
185.582,187.61,A
187.61,193.753,D
193.753,197.751,E
197.751,199.786,A
199.786,205.986,D
205.986,213.484,E
213.484,229.766,A
229.766,246.0,N
