0.0,0.501,N
0.501,29.234,C#
29.234,30.401,F#
30.401,31.559,G#
31.559,33.89,C#
33.89,35.039,F#
35.039,36.153,G#
36.153,38.499,C#
38.499,39.606,F#
39.606,40.824,G#
40.824,43.162,C#
43.162,44.31,F#
44.31,45.383,G#
45.383,50.074,C#
50.074,51.219,F#
51.219,52.346,G#
52.346,54.66,A#m
54.66,55.821,F#
55.821,56.996,G#
56.996,59.281,C#
59.281,60.442,F#
60.442,61.612,G#
61.612,63.931,A#m
63.931,65.053,F#
65.053,66.206,G#
66.206,72.026,C#
72.026,73.152,F#
73.152,74.315,G#
74.315,76.594,C#
76.594,77.747,F#
77.747,78.831,G#
78.831,81.199,C#
81.199,82.326,F#
82.326,83.526,G#
83.526,85.828,C#
85.828,86.947,F#
86.947,88.131,G#
88.131,92.745,C#
92.745,93.906,F#
93.906,95.01,G#
95.01,97.314,A#m
97.314,98.522,F#
98.522,99.665,G#
99.665,101.938,C#
101.938,103.15,F#
103.15,104.276,G#
104.276,106.621,A#m
106.621,107.742,F#
107.742,108.909,G#
108.909,114.596,C#
114.596,115.794,F#
115.794,116.982,G#
116.982,119.281,C#
119.281,120.454,F#
120.454,121.591,G#
121.591,123.9,C#
123.9,125.026,F#
125.026,126.061,G#
126.061,128.585,C#
128.585,129.644,F#
129.644,130.705,G#
130.705,136.006,C#
136.006,136.669,F#
136.669,137.726,G#
137.726,140.007,C#
140.007,141.204,F#
141.204,142.357,G#
142.357,144.667,C#
144.667,145.809,F#
145.809,147.017,G#
147.017,149.217,C#
149.217,150.468,F#
150.468,151.637,G#
151.637,157.355,C#
157.355,158.429,F#
158.429,159.611,G#
159.611,161.909,C#
161.909,163.058,F#
163.058,164.161,G#
164.161,166.602,C#
166.602,167.702,F#
167.702,168.906,G#
168.906,171.197,C#
171.197,172.332,F#
172.332,173.504,G#
173.504,175.862,C#
175.862,176.963,F#
176.963,178.029,G#
178.029,180.513,C#
180.513,181.587,F#
181.587,182.756,G#
182.756,185.074,C#
185.074,186.182,F#
186.182,187.373,G#
187.373,189.685,C#
189.685,190.859,F#
190.859,191.958,G#
191.958,238.98,C#
238.98,244.0,N
