0.0,0.651019,N
0.651019,4.478164,C#m
4.478164,8.367506,F#m
8.367506,12.198799,A
12.198799,16.088141,F#m
16.088141,19.977483,D
19.977483,23.855216,E
23.855216,27.709728,A
27.709728,31.599071,F#m
31.599071,35.511633,D
35.511633,39.389365,E
39.389365,43.313538,A
43.313538,47.21449,F#m
47.21449,51.138663,D
51.138663,55.074445,E
55.074445,58.928957,A
58.928957,62.84152,F#m
62.84152,66.788912,D
66.788912,70.643424,E
70.643424,74.532767,A
74.532767,78.433719,F#m
78.433719,82.381111,D
82.381111,86.316894,E
86.316894,90.241066,A
90.241066,94.176848,F#m
94.176848,98.159071,D
98.159071,102.083243,E
102.083243,106.042245,A
106.042245,109.954808,F#m
109.954808,113.84415,D
113.84415,117.814762,E
117.814762,121.773765,A
121.773765,125.663107,F#m
125.663107,129.61018,D
129.61018,133.511452,E
133.511452,137.412404,A
137.412404,141.336576,F#m
141.336576,145.249139,D
145.249139,149.231361,E
149.231361,151.591638,A
151.591638,156.734694,N
