0.0,0.68,N
0.68,2.378,A#
2.378,4.042,Dm
4.042,5.753,D#
5.753,7.379,F
7.379,9.06,A#
9.06,10.74,Dm
10.74,12.46,D#
12.46,14.14,F
14.14,15.812,A#
15.812,17.476,Dm
17.476,19.204,D#
19.204,20.866,F
20.866,22.52,A#
22.52,24.202,Dm
24.202,25.876,D#
25.876,27.58,F
27.58,30.927,D#
30.927,34.318,Dm
34.318,35.971,Cm
35.971,37.679,F
37.679,39.319,A#
39.319,41.039,F
41.039,42.702,A#
42.702,44.39,Dm
44.39,46.055,D#
46.055,47.75,F
47.75,49.391,A#
49.391,51.086,Dm
51.086,52.758,D#
52.758,54.423,F
54.423,57.838,D#
57.838,61.158,Dm
61.158,62.822,Cm
62.822,64.518,F
64.518,66.222,A#
66.222,67.055,Cm
67.055,67.879,A#
67.879,74.647,D#
74.647,79.623,Dm
79.623,80.487,Cm
80.487,81.327,Dm
81.327,88.023,D#
88.023,91.386,Dm
91.386,94.746,F
94.746,96.462,A#
96.462,98.086,Dm
98.086,99.798,D#
99.798,101.516,F
101.516,103.184,A#
103.184,104.824,Dm
104.824,106.503,D#
106.503,108.216,D#
108.216,111.559,D#
111.559,114.928,Dm
114.928,118.265,Cm
118.265,119.912,A#
119.912,121.664,F
121.664,123.34,A#
123.34,124.98,Dm
124.98,126.66,D#
126.66,128.372,F
128.372,130.023,A#
130.023,131.68,Dm
131.68,133.372,D#
133.372,135.1,F
135.1,138.448,D#
138.448,141.81,Dm
141.81,143.462,Cm
143.462,145.154,F
145.154,146.888,A#
146.888,147.704,Cm
147.704,148.488,A#
148.488,155.222,D#
155.222,160.239,Dm
160.239,161.103,Cm
161.103,161.978,Dm
161.978,168.648,D#
168.648,172.05,Dm
172.05,175.396,F
175.396,177.095,A#
177.095,178.771,Dm
178.771,180.387,D#
180.387,182.091,F
182.091,183.763,A#
183.763,185.446,Dm
185.446,187.126,D#
187.126,188.82,F
188.82,192.205,D#
192.205,195.541,Dm
195.541,197.196,Cm
197.196,198.876,F
198.876,200.604,A#
200.604,201.461,Cm
201.461,202.244,A#
202.244,205.62,D#
205.62,208.997,Dm
208.997,210.65,Cm
210.65,212.357,F
212.357,214.004,A#
214.004,214.852,Cm
214.852,215.698,A#
215.698,219.083,D#
219.083,222.509,Dm
222.509,224.439,Cm
224.439,228.652,F
228.652,237.512,A#
237.512,241.0,N
