0.0,0.421247,N
0.421247,1.148857,F#
1.148857,4.997527,A
4.997527,7.053628,Am
7.053628,8.899614,G
8.899614,10.87331,F
10.87331,12.742517,E
12.742517,16.538979,A
16.538979,18.477845,Am
18.477845,20.347052,G
20.347052,22.251088,F
22.251088,24.143514,E
24.143514,27.974807,A
27.974807,31.771269,F#m
31.771269,35.544512,Bm
35.544512,36.51975,E
36.51975,37.280399,D
37.280399,38.470226,E
38.470226,39.201655,D
39.201655,40.409092,E
40.409092,42.382789,Am
42.382789,44.217165,G
44.217165,46.167641,F
46.167641,48.036848,E
48.036848,51.9378,A
51.9378,53.876666,Am
53.876666,55.780702,G
55.780702,57.673129,F
57.673129,59.600385,E
59.600385,61.550861,A
61.550861,63.489727,A
63.489727,67.36746,Bm
67.36746,71.198752,C#m
71.198752,73.137619,F#m
73.137619,75.088095,B
75.088095,76.968911,D
76.968911,77.955759,E
77.955759,78.687188,D
78.687188,79.894625,E
79.894625,80.660884,D
80.660884,81.821882,E
81.821882,83.749138,Am
83.749138,85.722834,G
85.722834,87.62687,F
87.62687,89.565736,E
89.565736,91.551043,A
91.551043,93.466689,A
93.466689,95.382335,Am
95.382335,97.332811,G
97.332811,99.329727,F
99.329727,101.222154,E
101.222154,103.18424,A
103.18424,105.146326,A
105.146326,109.058888,F#m
109.058888,112.948231,Bm
112.948231,113.911859,E
113.911859,114.643287,D
114.643287,115.827505,E
115.827505,116.640204,D
116.640204,117.812811,E
117.812811,119.774897,Am
119.774897,121.713764,G
121.713764,123.68746,F
123.68746,125.579886,E
125.579886,131.268775,A
131.268775,135.216167,Am
135.216167,139.0939,A
139.0939,140.434286,N
