0.0,1.205,N
1.205,4.54,A
4.54,5.343,D
5.343,6.178,E
6.178,11.114,A
11.114,12.812,D
12.812,17.647,A
17.647,20.869,E
20.869,24.138,A
24.138,25.758,D
25.758,29.003,A
29.003,30.624,E
30.624,32.642,A
32.642,33.841,N
33.841,37.114,D
37.114,43.56,A
43.56,46.782,E
46.782,49.942,A
49.942,51.564,D
51.564,54.814,A
54.814,56.511,E
56.511,63.08,A
63.08,64.77,D
64.77,69.642,A
69.642,72.895,E
72.895,76.161,A
76.161,77.801,D
77.801,81.006,A
81.006,82.642,E
82.642,85.845,A
85.845,89.065,D
89.065,95.573,A
95.573,98.838,E
98.838,102.088,A
102.088,103.704,D
103.704,106.933,A
106.933,108.572,E
108.572,115.081,A
115.081,116.713,D
116.713,121.683,A
121.683,124.97,E
124.97,128.236,A
128.236,129.875,D
129.875,133.237,A
133.237,134.871,E
134.871,141.534,A
141.534,143.262,D
143.262,148.105,A
148.105,151.355,E
151.355,154.604,A
154.604,156.216,D
156.216,159.448,A
159.448,161.024,E
161.024,165.849,A
165.849,167.483,E
167.483,174.182,A
