0.0,3.025,N
3.025,4.752,Gm
4.752,6.416,Gm
6.416,8.134,Gm
8.134,9.865,Gm
9.865,13.086,Cm
13.086,14.746,A
14.746,16.716,D
16.716,20.209,Gm
20.209,23.778,Cm
23.778,27.305,F
27.305,28.962,A#
28.962,29.817,A
29.817,30.721,D
30.721,34.352,Gm
34.352,37.822,Cm
37.822,39.52,F
39.52,41.332,F
41.332,42.964,A#
42.964,43.844,A
43.844,44.764,D
44.764,48.436,Gm
48.436,51.912,Cm
51.912,55.548,F
55.548,57.228,A#
57.228,58.092,A
58.092,58.988,D
58.988,62.566,Gm
62.566,66.019,Cm
66.019,69.564,F
69.564,71.276,A#
71.276,73.016,F
73.016,74.845,D#
74.845,76.677,D
76.677,78.468,A#
78.468,80.22,E
80.22,81.972,Cm
81.972,83.844,D
83.844,85.617,Gm
85.617,86.492,A
86.492,87.405,D
87.405,89.196,D#
89.196,90.996,D
90.996,92.852,Gm
92.852,94.588,C
94.588,98.268,D#
98.268,100.115,Cm
100.115,102.028,D
102.028,105.644,Gm
105.644,109.164,Cm
109.164,112.652,F
112.652,114.436,A#
114.436,115.326,A
115.326,116.212,D
116.212,119.712,Gm
119.712,122.364,Cm
122.364,123.308,Cm
123.308,126.852,F
126.852,128.644,A#
128.644,130.42,F
130.42,132.234,D#
132.234,134.019,D
134.019,135.832,A#
135.832,137.726,E
137.726,139.48,Cm
139.48,141.304,D
141.304,143.104,Gm
143.104,143.944,A
143.944,144.8,D
144.8,146.72,D#
146.72,148.512,D
148.512,150.309,Gm
150.309,152.084,C
152.084,155.825,D#
155.825,157.629,Cm
157.629,159.596,D
159.596,163.341,Gm
163.341,166.893,Cm
166.893,170.567,F
170.567,172.233,A#
172.233,173.123,A
173.123,174.042,D
174.042,177.691,Gm
177.691,181.279,Cm
181.279,183.149,A
183.149,185.005,D
185.005,186.893,Gm
186.893,188.717,Cm
188.717,190.735,A
190.735,192.605,D
192.605,194.581,Gm
194.581,196.421,E
196.421,198.205,Cm
198.205,200.047,Gm
200.047,202.229,A
202.229,203.413,D
203.413,204.885,D
204.885,210.453,Gm
210.453,238.0,N
