0.0,0.245,Gm
0.245,8.893,Gm
8.893,10.595,F
10.595,12.276,D#
12.276,13.937,Dm
13.937,15.614,Cm
15.614,17.03,F
17.03,20.957,Gm
20.957,22.223,Gm
22.223,23.791,F
23.791,25.477,D#
25.477,27.163,Dm
27.163,29.198,Cm
29.198,30.222,F
30.222,34.059,Gm
34.059,35.273,Gm
35.273,36.89,F
36.89,38.488,D#
38.488,40.145,Dm
40.145,41.741,Cm
41.741,43.155,F
43.155,47.034,Gm
47.034,48.602,Cm
48.602,50.234,F
50.234,52.245,G
52.245,53.476,Gm
53.476,55.109,Cm
55.109,56.079,F
56.079,59.949,Gm
59.949,61.192,Gm
61.192,62.773,F
62.773,64.386,D#
64.386,66.012,Dm
66.012,67.635,Cm
67.635,68.997,F
68.997,72.756,Gm
72.756,73.961,Gm
73.961,75.563,F
75.563,77.174,D#
77.174,78.764,Dm
78.764,80.41,Cm
80.41,81.766,F
81.766,85.581,G
85.581,87.181,Cm
87.181,88.748,F
88.748,91.957,Gm
91.957,93.57,Cm
93.57,94.53,F
94.53,97.249,Gm
97.249,97.657,Cm
97.657,100.352,A#
100.352,100.784,D#
100.784,103.894,F
103.894,106.534,Gm
106.534,106.918,F
106.918,109.617,A#
109.617,109.965,D#
109.965,113.058,F
113.058,119.378,Gm
119.378,120.919,Gm
120.919,122.489,F
122.489,123.953,Gm
123.953,125.512,F
125.512,127.026,Gm
127.026,128.631,F
128.631,130.086,Gm
130.086,131.688,F
131.688,133.222,Gm
133.222,134.686,F
134.686,136.226,Gm
136.226,137.772,F
137.772,139.26,Gm
139.26,140.795,F
140.795,142.32,Gm
142.32,143.878,F
143.878,145.401,Gm
145.401,146.954,F
146.954,148.466,G
148.466,149.98,F
149.98,151.544,Gm
151.544,153.078,F
153.078,154.567,G
154.567,156.02,F
156.02,157.542,G
157.542,159.156,F
159.156,160.651,G
160.651,162.142,F
162.142,163.728,G
163.728,165.196,F
165.196,166.701,G
166.701,168.194,F
168.194,169.706,G
169.706,171.26,F
171.26,172.766,G
172.766,174.291,F
174.291,175.808,G
175.808,177.315,F
177.315,178.892,G
178.892,180.374,F
180.374,181.913,G
181.913,183.452,F
183.452,184.998,G
184.998,186.481,F
186.481,188.047,G
188.047,189.566,F
189.566,191.016,G
191.016,192.562,F
192.562,194.1,G
194.1,195.57,Dm
195.57,197.111,G
197.111,198.646,Dm
198.646,200.189,G
200.189,201.732,Dm
201.732,203.248,G
203.248,204.745,Dm
204.745,206.236,G
206.236,207.725,Dm
207.725,209.228,G
209.228,210.7,Dm
210.7,212.165,Gm
212.165,213.766,D
213.766,215.234,G
215.234,216.68,Dm
216.68,218.138,G
218.138,219.696,Dm
219.696,221.143,G
221.143,222.694,Dm
222.694,224.24,G
224.24,225.79,Dm
225.79,227.312,G
227.312,228.837,Dm
228.837,230.346,G
230.346,231.913,F
231.913,233.414,G
233.414,234.92,F
234.92,236.43,G
236.43,237.908,F
237.908,239.428,G
239.428,240.986,F
240.986,242.47,G
242.47,243.958,F
243.958,245.45,G
245.45,246.951,F
246.951,248.422,G
248.422,249.897,F
249.897,251.43,G
251.43,252.921,F
252.921,254.538,Gm
254.538,256.134,F
256.134,257.763,D#
257.763,259.484,Dm
259.484,260.958,Cm
260.958,262.541,F
262.541,265.66,Gm
265.66,267.273,Gm
267.273,268.838,F
268.838,270.366,D#
270.366,271.928,Dm
271.928,273.447,Cm
273.447,274.786,F
274.786,278.495,Gm
278.495,279.672,Cm
279.672,281.248,F
281.248,284.328,Gm
284.328,285.871,Cm
285.871,287.294,F
287.294,289.963,G
289.963,290.347,Cm
290.347,292.935,A#
292.935,293.317,D#
293.317,296.39,F
296.39,298.915,Gm
298.915,299.305,F
299.305,301.913,A#
301.913,302.288,D#
302.288,305.28,F
305.28,307.86,Gm
307.86,308.274,F
308.274,310.858,A#
310.858,311.232,D#
311.232,314.189,F
314.189,316.771,Gm
316.771,317.153,F
317.153,319.744,A#
319.744,320.096,D#
320.096,322.981,F
322.981,323.471,F
323.471,324.98,Gm
324.98,325.548,F
325.548,327.057,Gm
327.057,327.588,F
327.588,328.504,Gm
328.504,328.8,F
328.8,329.761,Gm
329.761,330.153,F
330.153,331.237,Gm
331.237,331.642,F
331.642,332.751,Gm
332.751,333.195,F
333.195,340.824,Gm
340.824,341.914,Gm
341.914,370.0,N
